"APROPIACION
VIGENTE DEP.GSTO."
0.0
0.0
0.0
218987062.63
802321938.0
128390000.0
0.0
52332963.0
380000.0
1597944149.0
7000000.0
0.0
0.0
0.0
27958885.0
21701772.0
191294037.0
1892449054.0
693521505.0
1722833619.0
779800.0
343321266.0
303000000.0
490826696.0
314248810.0
309035209.0
478651875.0
374736375.0
12720367.0
5989136229.0
5135524.0
179601871.0
7948422.0
200523487.0
421536904.0
1929108.0
61242000.0
257069364.0
22360000.0
